employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,month_year,tenure
Illana Isabelle Lamb,IIL0513,Illana.Isabelle.Lamb@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Illana Yvette Bradshaw,IYB0918,Illana.Yvette.Bradshaw@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,2010-06,2010-01-2010-06
Imani Aubrey Ray,IAR0694,Imani.Aubrey.Ray@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,2010-06,2010-01-2010-06
Indira Jocelyn Mack,IJM0776,Indira.Jocelyn.Mack@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Ingrid Irene Atkins,IIA0092,Ingrid.Irene.Atkins@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,2010-06,2010-01-2010-06
Iona Brenda Payne,IBP0883,Iona.Brenda.Payne@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Ira Benjamin Mays,IBM0671,Ira.Benjamin.Mays@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,2010-06,2010-01-2010-06
Ira Brendan Ball,IBB0359,Ira.Brendan.Ball@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
Ira Dustin Oneill,IDO0176,Ira.Dustin.Oneill@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Ira Wyatt Moss,IWM0816,Ira.Wyatt.Moss@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,2010-06,2010-01-2010-06
Irene Jemima Meyers,IJM0139,Irene.Jemima.Meyers@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Irene Lacota Huffman,ILH0958,Irene.Lacota.Huffman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Iris Rhea Terrell,IRT0491,Iris.Rhea.Terrell@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Irma Melanie Patrick,IMP0530,Irma.Melanie.Patrick@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Isabella Marah Graham,IMG0320,Isabella.Marah.Graham@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Isabelle Maggie Benjamin,IMB0481,Isabelle.Maggie.Benjamin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Isadora Blaine Shepherd,IBS0836,Isadora.Blaine.Shepherd@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Isadora Buffy Brewer,IBB0696,Isadora.Buffy.Brewer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Isadora Jael Waters,IJW0851,Isadora.Jael.Waters@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Isaiah Upton Buchanan,IUB0565,Isaiah.Upton.Buchanan@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,2010-06,2010-01-2010-06
Ivan Levi Craig,ILC0838,Ivan.Levi.Craig@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Ivana Kaitlin Parsons,IKP0472,Ivana.Kaitlin.Parsons@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Ivor Amir Tucker,IAT0263,Ivor.Amir.Tucker@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,2010-06,2010-01-2010-06
Ivor Herrod Kaufman,IHK0841,Ivor.Herrod.Kaufman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Ivor Jelani Robbins,IJR0825,Ivor.Jelani.Robbins@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Ivor Kenneth Rollins,IKR0401,Ivor.Kenneth.Rollins@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,2010-06,2010-01-2010-06
Ivory Leandra Rogers,ILR0304,Ivory.Leandra.Rogers@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Ivy Charissa Solis,ICS0956,Ivy.Charissa.Solis@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Jack Carlos Cannon,JCC0225,Jack.Carlos.Cannon@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2010-06,2010-01-2010-06
Jackson Linus Wilkerson,JLW0053,Jackson.Linus.Wilkerson@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Summer Leilani Boyer,2010-06,2010-01-2010-06
Jackson Rafael Sutton,JRS0362,Jackson.Rafael.Sutton@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
Jacqueline Latifah Miles,JLM0364,Jacqueline.Latifah.Miles@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
Jade Felicia Caldwell,JFC0557,Jade.Felicia.Caldwell@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,2010-06,2010-01-2010-06
Jade Maris Coleman,JMC0925,Jade.Maris.Coleman@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,2010-06,2010-01-2010-06
Jaden Nicole Johnston,JNJ0556,Jaden.Nicole.Johnston@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,2010-06,2010-01-2010-06
Jael Jennifer Hansen,JJH0613,Jael.Jennifer.Hansen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Jakeem Magee Knight,JMK0099,Jakeem.Magee.Knight@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,2010-06,2010-01-2010-06
James Cain Vargas,JCV0245,James.Cain.Vargas@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,2010-06,2010-01-2010-06
Jameson Damian Franco,JDF0593,Jameson.Damian.Franco@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Jana Amanda Dorsey,JAD0609,Jana.Amanda.Dorsey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Jane Ignacia Mcdonald,JIM0095,Jane.Ignacia.Mcdonald@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,2010-06,2010-01-2010-06
Jane Justina Hunt,JJH0292,Jane.Justina.Hunt@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Jane Maite Dotson,JMD0520,Jane.Maite.Dotson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Jane Zia Day,JZD0888,Jane.Zia.Day@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Jaquelyn Angelica Jimenez,JAJ0849,Jaquelyn.Angelica.Jimenez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Jaquelyn Cassandra Roberson,JCR0172,Jaquelyn.Cassandra.Roberson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Jared Cameron Rosa,JCR0770,Jared.Cameron.Rosa@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Jared Geoffrey Morin,JGM0934,Jared.Geoffrey.Morin@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,2010-06,2010-01-2010-06
Jarrod Malik Burris,JMB0308,Jarrod.Malik.Burris@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Jeanette Cally Whitfield,JCW0858,Jeanette.Cally.Whitfield@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Jeanette Eliana Rivera,JER0404,Jeanette.Eliana.Rivera@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,2010-06,2010-01-2010-06
Jena Audrey Malone,JAM0382,Jena.Audrey.Malone@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,2010-06,2010-01-2010-06
Jena Chanda Rollins,JCR0289,Jena.Chanda.Rollins@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Jenette McKenzie Lynn,JML0909,Jenette.McKenzie.Lynn@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Jeremy Rooney Henderson,JRH0455,Jeremy.Rooney.Henderson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-02,2010-01-2010-02
Jermaine Mannix Hansen,JMH0543,Jermaine.Mannix.Hansen@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,2010-06,2010-01-2010-06
Jerry Kennan Fischer,JKF0465,Jerry.Kennan.Fischer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Jerry Tad Mccall,JTM0223,Jerry.Tad.Mccall@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2010-06,2010-01-2010-06
Jescie Kristen Jenkins,JKJ0698,Jescie.Kristen.Jenkins@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Jessica Rachel Freeman,JRF0835,Jessica.Rachel.Freeman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Jocelyn Bree Mccray,JBM0350,Jocelyn.Bree.Mccray@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Todd Vance Spears,2010-06,2010-01-2010-06
Jocelyn Brenna Daniels,JBD0616,Jocelyn.Brenna.Daniels@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Joel Kennan Mccarty,JKM0303,Joel.Kennan.Mccarty@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
John Price Atkins,JPA0667,John.Price.Atkins@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,2010-06,2010-01-2010-06
Jolene Frances Carey,JFC0757,Jolene.Frances.Carey@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Jonah Dakota Bird,JDB0169,Jonah.Dakota.Bird@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Jonah Merritt Wilder,JMW0638,Jonah.Merritt.Wilder@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Jonas Connor Riddle,JCR0921,Jonas.Connor.Riddle@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,2010-06,2010-01-2010-06
Jonathan Gary Terry,JGT0221,Jonathan.Gary.Terry@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2010-06,2010-01-2010-06
Jonathan Orlando Marsh,JOM0750,Jonathan.Orlando.Marsh@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Jorden Helen Pierce,JHP0583,Jorden.Helen.Pierce@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Joseph Alan Vaughan,JAV0361,Joseph.Alan.Vaughan@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
Joseph Raja Gaines,JRG0207,Joseph.Raja.Gaines@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,2010-06,2010-01-2010-06
Josiah Chester Gray,JCG0316,Josiah.Chester.Gray@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Josiah Preston Wall,JPW0741,Josiah.Preston.Wall@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Josiah Thaddeus Stewart,JTS0389,Josiah.Thaddeus.Stewart@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,2010-06,2010-01-2010-06
Joy Rosalyn Leblanc,JRL0574,Joy.Rosalyn.Leblanc@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Judith Shaeleigh Hayden,JSH0330,Judith.Shaeleigh.Hayden@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Julian Samson Allen,JSA0775,Julian.Samson.Allen@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Julie Jaime Burns,JJB0700,Julie.Jaime.Burns@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Justin Xerxes Hansen,JXH0493,Justin.Xerxes.Hansen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Justine Nola Adkins,JNA0559,Justine.Nola.Adkins@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,2010-06,2010-01-2010-06
Kaden Chastity Briggs,KCB0815,Kaden.Chastity.Briggs@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,2010-06,2010-01-2010-06
Kai Penelope Peck,KPP0452,Kai.Penelope.Peck@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Kameko Signe Harrison,KSH0569,Kameko.Signe.Harrison@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,2010-06,2010-01-2010-06
Kane Quinlan Stevenson,KQS0415,Kane.Quinlan.Stevenson@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Kane Walter Eaton,KWE0082,Kane.Walter.Eaton@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,2010-06,2010-01-2010-06
Kareem Porter Collins,KPC0073,Kareem.Porter.Collins@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,2010-06,2010-01-2010-06
Kasimir Nehru Galloway,KNG0672,Kasimir.Nehru.Galloway@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,2010-06,2010-01-2010-06
Kasper Lance Huffman,KLH0596,Kasper.Lance.Huffman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Katell Amethyst Thornton,KAT0489,Katell.Amethyst.Thornton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Katell Jasmine Wiggins,KJW0416,Katell.Jasmine.Wiggins@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Katelyn Lani Murray,KLM0639,Katelyn.Lani.Murray@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Kay Alexa Logan,KAL0395,Kay.Alexa.Logan@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,2010-06,2010-01-2010-06
Kay Brynne Spears,KBS0874,Kay.Brynne.Spears@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Kay Janna Snider,KJS0618,Kay.Janna.Snider@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Kay Maxine Skinner,KMS0657,Kay.Maxine.Skinner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Keane Kennan Watts,KKW0879,Keane.Kennan.Watts@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Keegan Marvin Benson,KMB0922,Keegan.Marvin.Benson@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,2010-06,2010-01-2010-06
Keely Mollie Weiss,KMW0545,Keely.Mollie.Weiss@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,2010-06,2010-01-2010-06
Keiko Naida Webb,KNW0644,Keiko.Naida.Webb@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Kendall Ciaran Frank,KCF0045,Kendall.Ciaran.Frank@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2010-06,2010-01-2010-06
Kendall Thaddeus Glover,KTG0091,Kendall.Thaddeus.Glover@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,2010-06,2010-01-2010-06
Kennedy Robert Vega,KRV0372,Kennedy.Robert.Vega@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
Kennedy Shad Parker,KSP0357,Kennedy.Shad.Parker@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
Kenneth Steel Porter,KSP0966,Kenneth.Steel.Porter@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Kenyon Chancellor Sharpe,KCS0173,Kenyon.Chancellor.Sharpe@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Kermit Beau Leach,KBL0260,Kermit.Beau.Leach@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,2010-06,2010-01-2010-06
Kermit Jonas Gould,KJG0910,Kermit.Jonas.Gould@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Kessie Kay Cooper,KKC0683,Kessie.Kay.Cooper@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,2010-06,2010-01-2010-06
Kevyn Quin Charles,KQC0708,Kevyn.Quin.Charles@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Kibo Dolan Turner,KDT0346,Kibo.Dolan.Turner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Kibo Josiah Murray,KJM0887,Kibo.Josiah.Murray@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Kim Dara Sullivan,KDS0349,Kim.Dara.Sullivan@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Summer Leilani Boyer,2010-06,2010-01-2010-06
Kimberley Roary Maldonado,KRM0541,Kimberley.Roary.Maldonado@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,2010-06,2010-01-2010-06
Kirby Amity Tyson,KAT0270,Kirby.Amity.Tyson@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,2010-06,2010-01-2010-06
Kirby Ruby Lyons,KRL0501,Kirby.Ruby.Lyons@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Kirestin Vanna Sykes,KVS0425,Kirestin.Vanna.Sykes@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Kirk Jakeem Joyce,KJJ0293,Kirk.Jakeem.Joyce@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Kirk Palmer Rosales,KPR0497,Kirk.Palmer.Rosales@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Kyla Jocelyn Porter,KJP0371,Kyla.Jocelyn.Porter@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
Kylie Brielle Greer,KBG0549,Kylie.Brielle.Greer@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,2010-06,2010-01-2010-06
Kylie Elizabeth Santos,KES0729,Kylie.Elizabeth.Santos@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Lacey Nomlanga Rasmussen,LNR0656,Lacey.Nomlanga.Rasmussen@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Lacota Dahlia Good,LDG0459,Lacota.Dahlia.Good@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Lacota Hilda Lindsey,LHL0309,Lacota.Hilda.Lindsey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Laith Jason Britt,LJB0826,Laith.Jason.Britt@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Lamar Francis Scott,LFS0071,Lamar.Francis.Scott@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,2010-06,2010-01-2010-06
Lane Oleg Mclaughlin,LOM0086,Lane.Oleg.Mclaughlin@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,2010-06,2010-01-2010-06
Lani Dai Beard,LDB0090,Lani.Dai.Beard@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,2010-06,2010-01-2010-06
